,date,open,close,high,low,volume,money
0,2005-01-04,4.23,4.19,4.29,4.12,238795.0,1003894.0
1,2005-01-05,4.15,4.24,4.29,4.15,336047.0,1426297.0
2,2005-01-06,4.23,4.11,4.25,4.11,444346.0,1845799.0
3,2005-01-07,4.11,4.12,4.17,4.07,331574.0,1368251.0
4,2005-01-10,4.11,4.15,4.15,4.04,213251.0,874733.0
5,2005-01-11,4.15,4.15,4.18,4.11,285388.0,1181358.0
6,2005-01-12,4.14,4.15,4.17,4.09,245515.0,1012226.0
7,2005-01-13,4.12,4.19,4.21,4.11,375729.0,1565861.0
8,2005-01-14,4.19,4.15,4.23,4.12,232912.0,967955.0
9,2005-01-17,4.11,4.06,4.11,4.01,475167.0,1927376.0
10,2005-01-18,4.01,4.15,4.16,4.01,470880.0,1923903.0
11,2005-01-19,4.1,4.15,4.19,4.1,334251.0,1379581.0
12,2005-01-20,4.14,4.23,4.24,4.11,819899.0,3432087.0
13,2005-01-21,4.18,4.25,4.3,4.07,2388495.0,10162050.0
14,2005-01-24,4.32,4.26,4.37,4.15,1161921.0,4918212.0
15,2005-01-25,4.22,4.21,4.22,4.15,399825.0,1672032.0
16,2005-01-26,4.15,4.12,4.23,4.11,258754.0,1070378.0
17,2005-01-27,4.14,4.07,4.18,4.07,333810.0,1367389.0
18,2005-01-28,4.04,4.11,4.11,4.03,551691.0,2242200.0
19,2005-01-31,4.07,4.03,4.19,4.03,866374.0,3576165.0
20,2005-02-01,4.01,4.03,4.15,4.01,1149127.0,4677688.0
21,2005-02-02,4.02,4.19,4.22,4.02,2189877.0,9018637.0
22,2005-02-03,4.14,4.06,4.19,4.01,2528110.0,10335808.0
23,2005-02-04,4.01,4.08,4.11,4.01,764263.0,3108810.0
24,2005-02-16,4.08,4.11,4.14,4.06,757157.0,3099380.0
25,2005-02-17,4.08,4.11,4.13,4.08,815598.0,3349504.0
26,2005-02-18,4.09,4.08,4.15,4.06,780947.0,3196281.0
27,2005-02-21,4.07,4.11,4.12,4.06,946797.0,3877335.0
28,2005-02-22,4.09,4.23,4.26,4.09,1664444.0,6967995.0
29,2005-02-23,4.19,4.41,4.52,4.17,2904562.0,12596235.0
30,2005-02-24,4.39,4.4,4.59,4.36,2098244.0,9324721.0
31,2005-02-25,4.4,4.39,4.6,4.35,2268540.0,10127365.0
32,2005-02-28,4.4,4.29,4.43,4.27,1075842.0,4656240.0
33,2005-03-01,4.3,4.72,4.72,4.3,12765887.0,58962316.0
34,2005-03-02,4.71,4.52,4.71,4.49,6598282.0,30522572.0
35,2005-03-03,4.51,4.55,4.64,4.47,2821883.0,12879081.0
